Character,SmashTag,Rank
Falcon,306 | Polo,88.0
Falcon,Douglas.J.Gov,137.0
Falcon,Silkylaroux,141.0
Falcon,W8ASec,148.0
Falcon,Rozu,163.0
Falcon,FISA | JoJo,163.0
Falcon,Bobakanoosh,174.0
Falcon,420 | Yolk,179.0
Falcon,Kettering,190.0
Falcon,radvillainy,215.0
Falcon,sucordie,215.0
Falcon,Eastwood,215.0
Falcon,saacdaddy,223.0
Falcon,glum oinkin',241.0
Falcon,Schweppes,248.0
Falcon,Frost | JJK,267.0
Falcon,Raffshot,267.0
Falcon,Sax,267.0
Falcon,Snoos,267.0
Puff,DD,14.0
Puff,Golden,21.0
Puff,SDJ,53.0
Puff,Crispy | Chango,82.0
Puff,Divine Senator Kelly,110.0
Puff,SLO | GrizzlyBair,126.0
Puff,Dawson,137.0
Puff,Theftz,179.0
Puff,CVSmashMods | Ripn,223.0
Puff,$W@6 | rocketf20,267.0
Fox,CLG. | SFAT,1.0
Fox,Erik,10.0
Fox,GUG | Kürv,13.0
Fox,ANTIFA CEO | Quiggles,15.0
Fox,306 | Amrak,17.0
Fox,Null,23.0
Fox,EP | Justus,26.0
Fox,Twisty,27.0
Fox,.Ðempt,29.0
Fox,Mango's Friend | Lucky,30.0
Fox,FM | Cilan,35.0
Fox,Marrgasm,45.0
Fox,The Leaf,54.0
Fox,Cowbell,57.0
Fox,Megaman,58.0
Fox,Trock,63.0
Fox,Chem,66.0
Fox,DarkGenex,71.0
Fox,USF | Quadae,72.0
Fox,Panda,76.0
Fox,Gaz,82.0
Fox,ABG | salami,88.0
Fox,MIOM | Toph,88.0
Fox,Musashi,96.0
Fox,WW | Lemonjuices,103.0
Fox,Elysian,103.0
Fox,OtES,103.0
Fox,darkwizard123,110.0
Fox,YBBT | leroydankins,116.0
Fox,SonOfJ,116.0
Fox,Jorge,119.0
Fox,Chubbz,126.0
Fox,markrevival,126.0
Fox,Solo.,126.0
Fox,Milo,126.0
Fox,DHB | IggyNieves,137.0
Fox,olé,163.0
Fox,TurboThot,163.0
Fox,adamaggy,174.0
Fox,eh | sickø,203.0
Fox,Troy,203.0
Fox,Stone,203.0
Fox,Lust,223.0
Fox,Night,223.0
Fox,CID,223.0
Fox,SRN | Soulrifle211,223.0
Fox,Blu-J,267.0
Fox,flowjam,267.0
Fox,Hellraid,267.0
Fox,ACAB | Mugen,267.0
Fox,Sleeepy,267.0
Peach,SANS | Blues Clues,9.0
Peach,GST | Ryobeat,61.0
Peach,Soltrain,103.0
Peach,punished | gelp,223.0
Peach,Futz,223.0
Peach,8167263631 | Notto,267.0
MidTiers,CowCowCowCowCow,33.0
MidTiers,ePG | Chevy,49.0
MidTiers,Maruf,73.0
MidTiers,QoT | Cruelscotty,76.0
MidTiers,STP,82.0
MidTiers,billybopeep,88.0
MidTiers,Travy,88.0
MidTiers,ycz6,110.0
MidTiers,noChill,124.0
MidTiers,Phorox,148.0
MidTiers,Denzill,158.0
MidTiers,Strazz,174.0
MidTiers,ManRay,179.0
MidTiers,BCM | veggies,190.0
MidTiers,Miranda,190.0
MidTiers,Sporsinick,190.0
MidTiers,TNC | n3zModGod,190.0
MidTiers,K.H.D | Reign,203.0
MidTiers,jams,215.0
MidTiers,snek,215.0
MidTiers,Special K,223.0
MidTiers,Doctor Dank,241.0
MidTiers,Ringler,248.0
MidTiers,JCobbs,248.0
MidTiers,Afron,267.0
Other,LAG,24.0
Other,LFG | Eddy Mexico,34.0
Other,NGG | Jflex,48.0
Other,RedX,62.0
Other,TPN,64.0
Other,Higgins,64.0
Other,NoFuxGiven,73.0
Other,Mahik,82.0
Other,Boy,103.0
Other,PQ2 | CPU0,103.0
Other,Chewy,110.0
Other,Hunybear,119.0
Other,shoelegend88,124.0
Other,Nyte,126.0
Other,Dandy,126.0
Other,2Framez,126.0
Other,MordecaiPielord,137.0
Other,Gaz333,141.0
Other,Enrique Iglesias,141.0
Other,ParkedInTraffic | Commas,148.0
Other,codeman,148.0
Other,Mounir,158.0
Other,Jolf,158.0
Other,Tammerath,163.0
Other,CardsNG,163.0
Other,Mono,163.0
Other,LewdCelebs4Free,179.0
Other,Spi,190.0
Other,Rome0,190.0
Other,dabt,203.0
Other,Acuna,203.0
Other,CAPTwheatroll,203.0
Other,Bug Juice | Snorlaxative,223.0
Other,lavalamp,223.0
Other,Blanks,223.0
Other,ImYourDade,241.0
Other,Xad,248.0
Other,peenlover,248.0
Other,melatonin,248.0
Other,foxmcchicken,248.0
Other,Badboi,267.0
Other,Yuki08,267.0
Other,Tomz,267.0
Other,Funktrocious,267.0
